Style,Standard
Append Mode,1
Fill Mode,1
Capacity,100000
Count,26202
Base Time Seconds,1722508103
Base Time Fractional,.862203060
Base Time,08/01/2024 10:28:23.862203060
Reading,Unit,Range Digits,Disp Digits,Math,Start Group,Limit1 High,Limit1 Low,Limit2 High,Limit2 Low,Terminal,Questionable,Origin,Value,Unit,Digits,Output,Sense,Source Limit,Overtemp,Relative Time
3.425451242101e-11,Amp DC,.00000001,5.5,F,F,F,F,F,F,Front,F,Main,-0.0009688549326,Volt DC,.01,F,2W,F,F,0.000000000
-5.966335064889e-12,Amp DC,.00000001,5.5,F,F,F,F,F,F,Front,F,Main,-0.0001577612420,Volt DC,.01,F,2W,F,F,0.069430480
-1.265889910257e-11,Amp DC,.0000001,5.5,F,F,F,F,F,F,Front,F,Main,0.0000053489821,Volt DC,.01,F,2W,F,F,0.482096020
1.396014293747e-11,Amp DC,.00000001,5.5,F,F,F,F,F,F,Front,F,Main,0.0000431585249,Volt DC,.01,F,2W,F,F,0.673826660
2.574689246526e-11,Amp DC,.00000001,5.5,F,F,F,F,F,F,Front,F,Main,0.0000611435244,Volt DC,.01,F,2W,F,F,0.743197680
-1.156495472304e-12,Amp DC,.0000001,5.5,F,F,F,F,F,F,Front,F,Main,0.0000021368833,Volt DC,.01,F,2W,F,F,1.155857020
-3.03367123089e-11,Amp DC,.0000001,5.5,F,F,F,F,F,F,Front,F,Main,0.0000021227279,Volt DC,.01,F,2W,F,F,1.690876900
-1.009714950539e-10,Amp DC,.0000001,5.5,F,F,F,F,F,F,Front,F,Main,0.0000012029523,Volt DC,.01,F,2W,F,F,2.225861760
-1.060933077501e-10,Amp DC,.00000001,5.5,F,F,F,F,F,F,Front,F,Main,0.0004820436297,Volt DC,.01,F,2W,F,F,2.417555200
-6.630712645617e-11,Amp DC,.00000001,5.5,F,F,F,F,F,F,Front,F,Main,0.0001413190330,Volt DC,.01,F,2W,F,F,2.486924400
-1.159458709599e-10,Amp DC,.00000001,5.5,F,F,F,F,F,F,Front,F,Main,0.0000410359826,Volt DC,.01,F,2W,F,F,2.556271860
-1.062952365016e-10,Amp DC,.00000001,5.5,F,F,F,F,F,F,Front,F,Main,0.0001796096913,Volt DC,.01,F,2W,F,F,2.625597540
-1.17415049905e-10,Amp DC,.00000001,5.5,F,F,F,F,F,F,Front,F,Main,0.0001032830696,Volt DC,.01,F,2W,F,F,2.694923220
-1.08300569901e-10,Amp DC,.00000001,5.5,F,F,F,F,F,F,Front,F,Main,0.0000980333134,Volt DC,.01,F,2W,F,F,2.764235260
-8.963991354749e-11,Amp DC,.00000001,5.5,F,F,F,F,F,F,Front,F,Main,0.0001079102149,Volt DC,.01,F,2W,F,F,2.833564400
-1.137525074135e-10,Amp DC,.00000001,5.5,F,F,F,F,F,F,Front,F,Main,0.0000191172148,Volt DC,.01,F,2W,F,F,2.902900240
-1.186057085878e-10,Amp DC,.00000001,5.5,F,F,F,F,F,F,Front,F,Main,0.0001674829109,Volt DC,.01,F,2W,F,F,2.972255740
-1.258541049154e-10,Amp DC,.00000001,5.5,F,F,F,F,F,F,Front,F,Main,0.0002604077745,Volt DC,.01,F,2W,F,F,3.041569920
