Style,Standard
Append Mode,1
Fill Mode,1
Capacity,100000
Count,597
Base Time Seconds,1718206222
Base Time Fractional,.044298520
Base Time,06/12/2024 15:30:22.044298520
Reading,Unit,Range Digits,Disp Digits,Math,Start Group,Limit1 High,Limit1 Low,Limit2 High,Limit2 Low,Terminal,Questionable,Origin,Value,Unit,Digits,Output,Sense,Source Limit,Overtemp,Relative Time
-7.027002624227e-08,Amp DC,.0000001,5.5,F,F,F,F,F,F,Front,F,Main,0.0000441107259,Volt DC,10,T,2W,F,F,0.000000000
1.646706593306e-08,Amp DC,.000001,5.5,F,F,F,F,F,F,Front,F,Main,0.0305205602199,Volt DC,10,T,2W,F,F,0.761221160
4.394764516746e-07,Amp DC,.000001,5.5,F,F,F,F,F,F,Front,F,Main,0.0606544762850,Volt DC,10,T,2W,F,F,0.845402520
6.157798679851e-07,Amp DC,.000001,5.5,F,F,F,F,F,F,Front,F,Main,0.0909913033247,Volt DC,10,T,2W,F,F,0.929539280
7.347849191319e-07,Amp DC,.000001,5.5,F,F,F,F,F,F,Front,F,Main,0.1212218478322,Volt DC,10,T,2W,F,F,1.013700740
8.427617217421e-07,Amp DC,.000001,5.5,F,F,F,F,F,F,Front,F,Main,0.1514715850353,Volt DC,10,T,2W,F,F,1.097861660
9.616372835808e-07,Amp DC,.000001,5.5,F,F,F,F,F,F,Front,F,Main,0.1820804029703,Volt DC,10,T,2W,F,F,1.182004880
1.049989350577e-06,Amp DC,.000001,5.5,F,F,F,F,F,F,Front,F,Main,0.2119999974966,Volt DC,10,T,2W,F,F,1.266156840
1.049994239111e-06,Amp DC,.000001,5.5,F,F,F,F,F,F,Front,F,Main,0.2364210635424,Volt DC,10,T,2W,F,F,1.350330660
7.78522633027e-07,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,0.2724679410458,Volt DC,10,T,2W,F,F,1.805731440
1.242684334102e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,0.3030672967434,Volt DC,10,T,2W,F,F,1.875204980
1.494260118307e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,0.3333309590816,Volt DC,10,T,2W,F,F,1.944658380
1.708581862658e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,0.3632812201977,Volt DC,10,T,2W,F,F,2.014110520
1.926560344145e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,0.3938474059105,Volt DC,10,T,2W,F,F,2.083526040
2.127705101884e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,0.4238404929638,Volt DC,10,T,2W,F,F,2.152969280
