Style,Standard
Append Mode,1
Fill Mode,1
Capacity,100000
Count,2973
Base Time Seconds,1722331345
Base Time Fractional,.312282060
Base Time,07/30/2024 09:22:25.312282060
Reading,Unit,Range Digits,Disp Digits,Math,Start Group,Limit1 High,Limit1 Low,Limit2 High,Limit2 Low,Terminal,Questionable,Origin,Value,Unit,Digits,Output,Sense,Source Limit,Overtemp,Relative Time
0.004165590275079,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000239306,Amp DC,.01,T,2W,F,F,0.000000000
-7.574332266813e-05,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,0.0000000177951,Amp DC,.01,T,2W,F,F,0.069415120
-0.004586577415466,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,0.0000000240541,Amp DC,.01,T,2W,F,F,0.138760540
-0.008854878135026,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,0.0000000184906,Amp DC,.01,T,2W,F,F,0.208111620
-0.01259450893849,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,0.0000000184906,Amp DC,.01,T,2W,F,F,0.277444480
-0.01627052016556,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,0.0000000184906,Amp DC,.01,T,2W,F,F,0.346776700
-0.06498390436172,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000260168,Amp DC,.01,T,2W,F,F,0.563892800
-0.07628081738949,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000267123,Amp DC,.01,T,2W,F,F,0.633266640
-0.08529098331928,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000267123,Amp DC,.01,T,2W,F,F,0.702599540
-0.09302414953709,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000287985,Amp DC,.01,T,2W,F,F,0.771939200
-0.1007647067308,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000246259,Amp DC,.01,T,2W,F,F,0.841260340
-0.1057453155518,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000274077,Amp DC,.01,T,2W,F,F,0.910582980
-0.1110926792026,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000329711,Amp DC,.01,T,2W,F,F,0.979904460
-0.1067777350545,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000294940,Amp DC,.01,T,2W,F,F,1.049247580
-0.1044245660305,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000267123,Amp DC,.01,T,2W,F,F,1.118594020
-0.1048031151295,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000274077,Amp DC,.01,T,2W,F,F,1.187918340
-0.106142744422,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000253214,Amp DC,.01,T,2W,F,F,1.257248980
-0.1078541576862,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000246260,Amp DC,.01,T,2W,F,F,1.326571780
-0.1105353161693,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000281031,Amp DC,.01,T,2W,F,F,1.395913560
-0.1111992448568,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000239305,Amp DC,.01,T,2W,F,F,1.465249460
-0.1125037670135,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000274077,Amp DC,.01,T,2W,F,F,1.534560840
-0.1140956282616,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000253214,Amp DC,.01,T,2W,F,F,1.603886180
-0.1159041598439,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000281031,Amp DC,.01,T,2W,F,F,1.673232240
-0.1171857118607,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000267123,Amp DC,.01,T,2W,F,F,1.742560680
-0.1185114979744,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000274077,Amp DC,.01,T,2W,F,F,1.811881200
-0.1209499314427,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000274078,Amp DC,.01,T,2W,F,F,1.881218640
-0.1214586868882,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000267123,Amp DC,.01,T,2W,F,F,1.950542620
-0.1238120496273,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000287986,Amp DC,.01,T,2W,F,F,2.019870980
-0.1254069656134,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000260168,Amp DC,.01,T,2W,F,F,2.089209600
-0.1271100491285,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000253214,Amp DC,.01,T,2W,F,F,2.158535820
-0.1274606585503,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000253214,Amp DC,.01,T,2W,F,F,2.227864260
-0.1289504766464,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000267123,Amp DC,.01,T,2W,F,F,2.297189460
-0.1311526298523,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000267122,Amp DC,.01,T,2W,F,F,2.366497800
-0.1321971714497,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000267123,Amp DC,.01,T,2W,F,F,2.435829180
-0.1336805820465,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000281032,Amp DC,.01,T,2W,F,F,2.505145440
-0.1345487385988,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000246260,Amp DC,.01,T,2W,F,F,2.574476620
-0.1353588849306,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000267123,Amp DC,.01,T,2W,F,F,2.643807600
-0.1361585706472,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000211488,Amp DC,.01,T,2W,F,F,2.713133960
-0.1374578028917,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000267122,Amp DC,.01,T,2W,F,F,2.782467760
-0.139134272933,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000294940,Amp DC,.01,T,2W,F,F,2.851800740
-0.1422883123159,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000287985,Amp DC,.01,T,2W,F,F,2.921126980
-0.1431894600391,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000246260,Amp DC,.01,T,2W,F,F,2.990448960
-0.1441702097654,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000287986,Amp DC,.01,T,2W,F,F,3.059771660
-0.1449309438467,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000274077,Amp DC,.01,T,2W,F,F,3.129125560
-0.1449407190084,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000274077,Amp DC,.01,T,2W,F,F,3.198448440
-0.1463167518377,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000274077,Amp DC,.01,T,2W,F,F,3.267768860
-0.1479545235634,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000274078,Amp DC,.01,T,2W,F,F,3.337084980
-0.1482050865889,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000281031,Amp DC,.01,T,2W,F,F,3.406408740
-0.1489406824112,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000225397,Amp DC,.01,T,2W,F,F,3.475730860
-0.149717181921,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000246260,Amp DC,.01,T,2W,F,F,3.545053480
-0.1522716581821,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000274077,Amp DC,.01,T,2W,F,F,3.614376300
-0.1534090340137,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000239305,Amp DC,.01,T,2W,F,F,3.683707680
-0.1549123376608,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000246260,Amp DC,.01,T,2W,F,F,3.753040380
-0.1558800339699,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000287986,Amp DC,.01,T,2W,F,F,3.822375360
-0.1567023545504,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000246260,Amp DC,.01,T,2W,F,F,3.891704140
-0.1576111763716,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000253214,Amp DC,.01,T,2W,F,F,3.961029500
-0.1580324172974,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000287986,Amp DC,.01,T,2W,F,F,4.030367500
-0.1585931330919,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000260168,Amp DC,.01,T,2W,F,F,4.099709080
-0.1590488106012,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000232351,Amp DC,.01,T,2W,F,F,4.169037780
-0.1593722999096,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000260169,Amp DC,.01,T,2W,F,F,4.238378900
-0.1606352627277,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000294940,Amp DC,.01,T,2W,F,F,4.307713780
-0.1626185327768,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000287986,Amp DC,.01,T,2W,F,F,4.377040000
-0.1634944528341,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000281031,Amp DC,.01,T,2W,F,F,4.446366560
-0.1640165448189,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000301894,Amp DC,.01,T,2W,F,F,4.515688600
-0.1654465049505,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000274077,Amp DC,.01,T,2W,F,F,4.585005400
