Reading,Unit,Range Digits,Disp Digits,Math,Start Group,Limit1 High,Limit1 Low,Limit2 High,Limit2 Low,Terminal,Questionable,Origin,Value,Unit,Digits,Output,Sense,Source Limit,Overtemp,Relative Time
1.419065392838e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,1.9999600648880,Volt DC,1,T,2W,F,F,0.000000000
1.372869428451e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,1.9999595880508,Volt DC,1,T,2W,F,F,0.069384700
1.337292451353e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,1.9999593496323,Volt DC,1,T,2W,F,F,0.138709260
1.306605463469e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,1.9999600648880,Volt DC,1,T,2W,F,F,0.208034460
1.282390803681e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,1.9999593496323,Volt DC,1,T,2W,F,F,0.277360840
1.262947716896e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,1.9999606609344,Volt DC,1,T,2W,F,F,0.346678460
1.241680274688e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,1.9999593496323,Volt DC,1,T,2W,F,F,0.416015220
1.221854199684e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,1.9999592304230,Volt DC,1,T,2W,F,F,0.485320440
1.204607542604e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,1.9999606609344,Volt DC,1,T,2W,F,F,0.554651400
1.188414989883e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,1.9999593496323,Volt DC,1,T,2W,F,F,0.623979420
1.171630447061e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,1.9999605417252,Volt DC,1,T,2W,F,F,0.693303160
1.155879181169e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,1.9999598264694,Volt DC,1,T,2W,F,F,0.762615260
1.143563986261e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,1.9999598264694,Volt DC,1,T,2W,F,F,0.831922980
1.132822490035e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,1.9999604225159,Volt DC,1,T,2W,F,F,0.901248960
1.124998016167e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,1.9999604225159,Volt DC,1,T,2W,F,F,0.970574820
1.115839950216e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,1.9999593496323,Volt DC,1,T,2W,F,F,1.039895760
1.110267930926e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,1.9999593496323,Volt DC,1,T,2W,F,F,1.109212980
1.103795966628e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,1.9999595880508,Volt DC,1,T,2W,F,F,1.178535340
1.097562926589e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,1.9999598264694,Volt DC,1,T,2W,F,F,1.247862540
1.091905687645e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,1.9999600648880,Volt DC,1,T,2W,F,F,1.317166000
1.084315135813e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,1.9999601840973,Volt DC,1,T,2W,F,F,1.386492700
1.077707474906e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,1.9999601840973,Volt DC,1,T,2W,F,F,1.455824440
1.075625823432e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,1.9999606609344,Volt DC,1,T,2W,F,F,1.525149800
1.072087434295e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,1.9999604225159,Volt DC,1,T,2W,F,F,1.594472580
1.066101594915e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,1.9999610185623,Volt DC,1,T,2W,F,F,1.663785480
1.05906265162e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,1.9999600648880,Volt DC,1,T,2W,F,F,1.733113420
1.056582550518e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,1.9999592304230,Volt DC,1,T,2W,F,F,1.802444080
1.049836919265e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,1.9999601840973,Volt DC,1,T,2W,F,F,1.871756320
1.047819114319e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,1.9999598264694,Volt DC,1,T,2W,F,F,1.941079220
1.041205177899e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,1.9999598264694,Volt DC,1,T,2W,F,F,2.010414120
1.036647790897e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,1.9999597072601,Volt DC,1,T,2W,F,F,2.079729960
1.004607292998e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,1.9999595880508,Volt DC,1,T,2W,F,F,2.149051240
9.628189218347e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,1.9999248981476,Volt DC,1,T,2W,F,F,2.458317140
9.519241757516e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,1.9999281167984,Volt DC,1,T,2W,F,F,2.527667680
9.370602128911e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,1.9999297857285,Volt DC,1,T,2W,F,F,2.597000520
9.245131877833e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,1.9999283552170,Volt DC,1,T,2W,F,F,2.666332680
9.157936801785e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,1.9999309778214,Volt DC,1,T,2W,F,F,2.735646400
9.057014722202e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,1.9999289512634,Volt DC,1,T,2W,F,F,2.804967700
8.963860636868e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,1.9999306201935,Volt DC,1,T,2W,F,F,2.874278560
8.884354429028e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,1.9999307394028,Volt DC,1,T,2W,F,F,2.943598040
8.807050107862e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,1.9999302625656,Volt DC,1,T,2W,F,F,3.012922640
8.748477739573e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,1.9999310970306,Volt DC,1,T,2W,F,F,3.082248900
8.711034752196e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,1.9999302625656,Volt DC,1,T,2W,F,F,3.151588880
8.679504389875e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,1.9999314546585,Volt DC,1,T,2W,F,F,3.220908420
8.6452710093e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,1.9999326467514,Volt DC,1,T,2W,F,F,3.290229040
8.571963917348e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,1.9999281167984,Volt DC,1,T,2W,F,F,3.359550600
8.539163900423e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,1.9999303817749,Volt DC,1,T,2W,F,F,3.428879660
8.553969564673e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,1.9999299049377,Volt DC,1,T,2W,F,F,3.498205100
8.586247531639e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,1.9999300241470,Volt DC,1,T,2W,F,F,3.567528600
8.562725270167e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,1.9999291896820,Volt DC,1,T,2W,F,F,3.636838980
8.545447599317e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,1.9999322891235,Volt DC,1,T,2W,F,F,3.706162420
