Reading,Unit,Range Digits,Disp Digits,Math,Start Group,Limit1 High,Limit1 Low,Limit2 High,Limit2 Low,Terminal,Questionable,Origin,Value,Unit,Digits,Output,Sense,Source Limit,Overtemp,Relative Time
-3.186319008819e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,-0.9999538064003,Volt DC,1,T,2W,F,F,0.000000000
-3.032207678189e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,-0.9999536275864,Volt DC,1,T,2W,F,F,0.069401120
-2.911711635534e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,-0.9999526143074,Volt DC,1,T,2W,F,F,0.138756140
-6.634702458541e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,-0.9999470710754,Volt DC,1,T,2W,F,F,0.448077720
-6.798558388255e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,-0.9999476671219,Volt DC,1,T,2W,F,F,0.517471340
-6.911825494171e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,-0.9999476671219,Volt DC,1,T,2W,F,F,0.586826860
-6.928881703061e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,-0.9999484419823,Volt DC,1,T,2W,F,F,0.656169700
-6.928551101737e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,-0.9999505281448,Volt DC,1,T,2W,F,F,0.725536640
-6.881260105729e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,-0.9999488592148,Volt DC,1,T,2W,F,F,0.794879760
-6.830405254732e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,-0.9999490380287,Volt DC,1,T,2W,F,F,0.864209900
-6.781564934499e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,-0.9999483227730,Volt DC,1,T,2W,F,F,0.933554780
-6.734399903507e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,-0.9999492764473,Volt DC,1,T,2W,F,F,1.002886020
-6.685628250125e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,-0.9999493360519,Volt DC,1,T,2W,F,F,1.072232440
-6.601081622648e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,-0.9999496340752,Volt DC,1,T,2W,F,F,1.141557360
-6.52967582937e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,-0.9999503493309,Volt DC,1,T,2W,F,F,1.210904220
-6.46209491606e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,-0.9999496340752,Volt DC,1,T,2W,F,F,1.280266340
-6.39948530079e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,-0.9999497532845,Volt DC,1,T,2W,F,F,1.349607520
-6.325066351565e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,-0.9999497532845,Volt DC,1,T,2W,F,F,1.418943940
-6.326428319881e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,-0.9999503493309,Volt DC,1,T,2W,F,F,1.488279300
-6.196861704666e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,-0.9999493360519,Volt DC,1,T,2W,F,F,1.557629900
-6.121755177446e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,-0.9999492764473,Volt DC,1,T,2W,F,F,1.626966320
-6.07241599937e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,-0.9999501705170,Volt DC,1,T,2W,F,F,1.696309020
-6.024373760738e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,-0.9999505281448,Volt DC,1,T,2W,F,F,1.765647580
-5.972878170724e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,-0.9999500513077,Volt DC,1,T,2W,F,F,1.834983860
-5.906624664931e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,-0.9999500513077,Volt DC,1,T,2W,F,F,1.904339800
-5.851078185515e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,-0.9999493360519,Volt DC,1,T,2W,F,F,1.973691460
-5.801505722047e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,-0.9999488592148,Volt DC,1,T,2W,F,F,2.043028340
-5.750710897701e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,-0.9999495148659,Volt DC,1,T,2W,F,F,2.112372420
-5.702901489713e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,-0.9999501109123,Volt DC,1,T,2W,F,F,2.181723900
-5.660545411956e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,-0.9999492764473,Volt DC,1,T,2W,F,F,2.251050940
-5.622637672786e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,-0.9999495148659,Volt DC,1,T,2W,F,F,2.320391400
-5.580692231888e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,-0.9999492168427,Volt DC,1,T,2W,F,F,2.389725360
